,surgery,age,rectal_temp,pulse,respiratory_rate,temp_of_extremities,peripheral_pulse,capillary_refill_time,pain,abdominal_distention,nasogastric_tube,nasogastric_reflux_ph,rectal_exam_feces,abdomen,packed_cell_volume,total_protein,abdomo_protein,surgical_lesion,cp_data,rectal_temp_missing,pulse_missing,respiratory_rate_missing,nasogastric_reflux_ph_missing,packed_cell_volume_missing,total_protein_missing,abdomo_protein_missing,pain_missing,abdomo_appearance_missing,mucous_membrane_bright_pink,mucous_membrane_bright_red,mucous_membrane_dark_cyanotic,mucous_membrane_normal_pink,mucous_membrane_pale_cyanotic,mucous_membrane_pale_pink,peristalsis_absent,peristalsis_hypermotile,peristalsis_hypomotile,peristalsis_normal,nasogastric_reflux_less_1_liter,nasogastric_reflux_more_1_liter,nasogastric_reflux_none,abdomo_appearance_clear,abdomo_appearance_cloudy,abdomo_appearance_serosanguious,abdomo_appearance_unknown,lesion_2_0,lesion_2_1400,lesion_2_3111,lesion_2_3112,lesion_2_6112,lesion_2_7111,lesion_3_0,lesion_3_2209,lesion_site,lesion_type,lesion_subtype,lesion_specific_code
188,1,1,38.3,60.0,16.0,1.0,2.0,0.0,2,0.0,1.0,3.0,1.0,1.0,30.0,6.0,3.0,1,no,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,31,1,1,0
189,1,1,37.1,40.0,8.0,,2.0,0.0,1,0.0,0.0,0.0,2.0,3.0,23.0,6.7,0.0,1,yes,0,0,0,1,0,0,1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,3,1,3,3
190,0,0,0.0,100.0,44.0,3.0,2.0,0.0,3,0.0,,0.0,1.0,,37.0,4.7,0.0,0,no,1,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,7,1,1,1
191,1,1,38.2,48.0,18.0,2.0,2.0,0.0,1,2.0,0.0,0.0,0.0,,48.0,74.0,2.0,1,no,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,5,1,1,1
192,1,1,0.0,60.0,48.0,1.0,1.0,1.0,3,3.0,,0.0,,,58.0,7.6,0.0,1,no,1,0,0,1,0,0,1,0,1,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
193,0,1,37.9,88.0,24.0,2.0,2.0,0.0,2,0.0,,0.0,0.0,0.0,37.0,56.0,0.0,0,no,0,0,0,1,0,0,1,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
194,0,1,38.0,44.0,12.0,1.0,2.0,,-1,1.0,,0.0,1.0,,42.0,64.0,0.0,0,no,0,0,0,1,0,0,1,1,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
195,0,1,38.5,60.0,20.0,2.0,2.0,1.0,2,0.0,1.0,0.0,3.0,3.0,63.0,7.5,2.3,0,yes,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0,3,0,0
196,0,1,38.5,96.0,36.0,1.0,1.0,1.0,2,1.0,0.0,0.0,0.0,4.0,70.0,8.5,0.0,1,yes,0,0,0,1,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,1,4,0,0
197,0,1,38.3,60.0,20.0,2.0,2.0,1.0,0,0.0,,0.0,2.0,,34.0,66.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
198,0,1,38.5,60.0,40.0,1.0,2.0,0.0,2,1.0,,0.0,2.0,2.0,49.0,59.0,0.0,0,no,0,0,0,1,0,0,1,0,1,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
199,1,1,37.3,48.0,12.0,2.0,,0.0,1,2.0,1.0,0.0,2.0,3.0,40.0,6.6,0.0,1,yes,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,3,2,0,5
200,1,1,38.5,86.0,0.0,2.0,2.0,0.0,3,2.0,1.0,0.0,2.0,4.0,45.0,7.4,3.4,1,yes,0,0,1,1,0,0,0,0,0,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,3,2,0,9
201,1,1,37.5,48.0,40.0,,,,-1,,0.0,0.0,,4.0,41.0,55.0,2.0,1,no,0,0,0,1,0,0,0,1,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,8
202,0,1,37.2,36.0,9.0,2.0,2.0,0.0,2,0.0,1.0,0.0,0.0,0.0,35.0,5.7,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,31,1,1,0
203,1,1,39.2,0.0,23.0,1.0,2.0,0.0,3,1.0,1.0,0.0,,,36.0,6.6,3.0,1,yes,0,1,0,1,0,0,0,0,0,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3,1,1,5
204,0,1,38.5,100.0,0.0,1.0,1.0,1.0,3,3.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0,no,0,0,1,1,1,1,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,4,1,2,4
205,1,1,38.5,96.0,30.0,3.0,1.0,1.0,3,2.0,1.0,0.0,2.0,4.0,50.0,65.0,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,6,1,1,1
206,1,1,0.0,0.0,0.0,,,,-1,,,0.0,,,45.0,8.7,0.0,1,no,1,1,1,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,8
207,1,1,37.8,88.0,80.0,1.0,1.0,1.0,-1,2.0,1.0,0.0,0.0,4.0,64.0,89.0,0.0,1,no,0,0,0,1,0,0,1,1,1,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
208,0,1,37.5,44.0,10.0,1.0,2.0,0.0,1,1.0,1.0,0.0,2.0,3.0,43.0,51.0,1.0,0,no,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0
209,1,1,37.9,68.0,20.0,,2.0,0.0,2,1.0,,0.0,1.0,4.0,45.0,4.0,2.8,1,yes,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,5,4,0,0
210,1,1,38.0,86.0,24.0,0.0,1.0,0.0,2,3.0,0.0,0.0,0.0,4.0,45.0,5.5,10.1,1,yes,0,0,0,1,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,3,1,1,1
211,1,0,38.9,120.0,30.0,2.0,1.0,1.0,1,2.0,2.0,3.0,,,47.0,6.3,0.0,0,no,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,2,1,2,4
212,1,1,37.6,45.0,12.0,1.0,2.0,0.0,-1,1.0,1.0,0.0,1.0,1.0,39.0,7.0,1.5,1,yes,0,0,0,1,0,0,0,1,0,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2,1,1,2
213,0,1,38.6,56.0,32.0,3.0,2.0,0.0,0,0.0,1.0,0.0,3.0,,40.0,7.0,2.1,0,yes,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0,0
214,1,1,37.8,40.0,12.0,2.0,2.0,0.0,0,0.0,1.0,0.0,1.0,2.0,38.0,7.0,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
215,0,1,0.0,0.0,0.0,,,,-1,,,0.0,,,0.0,0.0,0.0,0,no,1,1,1,1,1,1,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
216,1,1,38.0,76.0,18.0,,,1.0,-1,,,0.0,,,71.0,11.0,0.0,1,yes,0,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,9
217,1,1,38.1,40.0,36.0,2.0,3.0,0.0,2,,,0.0,,,0.0,0.0,0.0,1,no,0,0,0,1,1,1,1,0,1,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,2
218,1,1,0.0,52.0,28.0,1.0,1.0,0.0,1,2.0,1.0,0.0,0.0,1.0,37.0,8.1,0.0,1,no,1,0,0,1,0,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,2,1,1,1
219,1,1,39.2,88.0,58.0,0.0,0.0,1.0,4,,,0.0,,,0.0,0.0,2.0,0,no,0,0,0,1,1,1,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,3,2,0,5
220,1,1,38.5,92.0,40.0,0.0,1.0,0.0,2,2.0,,0.0,0.0,,46.0,67.0,2.0,1,no,0,0,0,1,0,0,0,0,0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,8
221,1,1,0.0,112.0,13.0,0.0,0.0,0.0,2,0.0,1.0,4.5,0.0,1.0,60.0,6.3,0.0,1,yes,1,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,5
222,1,1,37.7,66.0,12.0,2.0,2.0,0.0,1,1.0,1.0,0.0,0.0,1.0,31.5,6.2,1.6,1,yes,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,8
223,1,1,38.8,50.0,14.0,2.0,2.0,0.0,1,0.0,0.0,0.0,2.0,4.0,38.0,58.0,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
224,0,1,38.4,54.0,24.0,2.0,2.0,0.0,0,0.0,1.0,0.0,2.0,2.0,49.0,7.2,8.0,0,yes,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,3,1,1,1
225,1,1,39.2,120.0,20.0,0.0,1.0,1.0,2,2.0,0.0,0.0,,1.0,60.0,8.8,0.0,1,no,0,0,0,1,0,0,1,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,5
226,1,0,0.0,0.0,0.0,,,,-1,,,0.0,,,45.0,6.5,0.0,1,yes,1,1,1,1,0,0,1,1,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,9,0,0,0
227,1,1,37.3,90.0,40.0,1.0,,1.0,4,2.0,1.0,0.0,1.0,4.0,65.0,50.0,2.0,1,no,0,0,0,1,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,3,2,0,5
228,1,0,38.5,120.0,70.0,,,,-1,,1.0,0.0,1.0,,35.0,54.0,1.0,1,no,0,0,0,1,0,0,0,1,0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,4,2,0,5
229,1,1,38.5,104.0,40.0,1.0,1.0,0.0,3,3.0,,0.0,,,0.0,0.0,0.0,1,no,0,0,0,1,1,1,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,1,2,4
230,0,1,39.5,92.0,28.0,1.0,1.0,0.0,4,0.0,,0.0,0.0,,72.0,6.4,3.6,0,no,0,0,0,1,0,0,0,0,1,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,3,3,0,0
231,1,1,38.5,30.0,18.0,,,,-1,,,0.0,,,40.0,7.7,0.0,1,no,0,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,1,1,3
232,1,1,38.3,72.0,30.0,0.0,1.0,1.0,1,2.0,1.0,0.0,2.0,4.0,43.0,7.0,3.9,1,yes,0,0,0,1,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,3,1,1,3
233,0,1,37.5,48.0,30.0,0.0,2.0,0.0,-1,0.0,0.0,0.0,1.0,0.0,48.0,8.6,0.0,0,no,0,0,0,1,0,0,1,1,1,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,4,0,0
234,1,1,38.1,52.0,24.0,2.0,2.0,0.0,3,0.0,1.0,7.0,1.0,,54.0,7.5,2.6,1,yes,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,6
235,0,1,38.2,42.0,26.0,2.0,2.0,0.0,1,1.0,,0.0,1.0,,36.0,6.9,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
236,0,1,37.9,54.0,42.0,3.0,2.0,0.0,1,0.0,,0.0,,2.0,47.0,54.0,1.0,0,no,0,0,0,1,0,0,0,0,0,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,0,0,0,0
237,0,1,36.1,88.0,0.0,1.0,1.0,0.0,1,1.0,1.0,0.0,,1.0,45.0,7.0,4.8,1,yes,0,0,1,1,0,0,0,0,0,False,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,9
238,1,1,38.1,70.0,22.0,,2.0,0.0,4,,,0.0,,4.0,36.0,65.0,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
239,1,1,38.0,90.0,30.0,0.0,1.0,1.0,4,3.0,,0.0,0.0,4.0,55.0,6.1,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,2,0,5
240,1,1,38.2,52.0,16.0,2.0,2.0,0.0,0,0.0,0.0,0.0,1.0,,43.0,8.1,0.0,0,yes,0,0,0,1,0,0,1,0,1,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
241,1,1,0.0,36.0,32.0,2.0,2.0,0.0,4,2.0,1.0,4.0,,1.0,41.0,5.9,0.0,1,no,1,0,0,0,0,0,1,0,1,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,5
242,1,1,38.4,92.0,20.0,2.0,,1.0,-1,2.0,,0.0,1.0,,0.0,0.0,0.0,1,yes,0,0,0,1,1,1,1,1,1,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,8
243,1,0,38.2,124.0,88.0,2.0,1.0,0.0,2,3.0,,0.0,,,47.0,8.0,0.0,1,yes,0,0,0,1,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,9,4,0,0
244,0,1,0.0,96.0,0.0,1.0,1.0,1.0,4,3.0,,0.0,0.0,4.0,60.0,0.0,0.0,1,no,1,0,1,1,0,1,1,0,1,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,41,1,1,0
245,1,1,37.6,68.0,32.0,1.0,,0.0,3,3.0,1.0,6.5,1.0,4.0,47.0,7.2,0.0,1,no,0,0,0,0,0,0,1,0,0,False,False,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,3,2,0,9
246,1,1,38.1,88.0,24.0,1.0,1.0,0.0,4,2.0,1.0,0.0,2.0,1.0,41.0,4.6,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,9
247,1,1,38.0,108.0,60.0,3.0,1.0,0.0,3,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1,no,0,0,0,1,1,1,1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,5
248,0,1,38.2,48.0,0.0,3.0,,1.0,1,0.0,1.0,0.0,,2.0,34.0,6.6,0.0,0,no,0,0,1,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
249,1,1,39.3,100.0,51.0,0.0,0.0,0.0,2,0.0,0.0,2.0,,1.0,66.0,13.0,2.0,1,no,0,0,0,0,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2,1,1,3
250,0,1,36.6,42.0,18.0,1.0,1.0,0.0,0,0.0,0.0,0.0,,4.0,52.0,7.1,0.0,1,no,0,0,0,1,0,0,1,0,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,5,1,1,1
251,1,0,38.8,124.0,36.0,1.0,2.0,0.0,2,3.0,0.0,0.0,0.0,1.0,50.0,7.6,0.0,1,yes,0,0,0,1,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,2,2,0,8
252,0,1,0.0,112.0,24.0,1.0,1.0,1.0,4,1.0,,0.0,0.0,,40.0,5.3,2.6,0,yes,1,0,0,1,0,0,0,0,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,0,4,0,0
253,1,1,0.0,80.0,0.0,1.0,1.0,0.0,3,3.0,,0.0,0.0,4.0,43.0,70.0,0.0,1,no,1,0,1,1,0,0,1,0,1,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
254,1,0,38.8,184.0,84.0,2.0,,0.0,3,2.0,,0.0,3.0,,33.0,3.3,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,7,1,1,1
255,1,1,37.5,72.0,0.0,3.0,2.0,0.0,2,0.0,0.0,0.0,1.0,,35.0,65.0,2.0,1,no,0,0,1,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,7,2,0,9
256,1,1,38.7,96.0,28.0,1.0,1.0,0.0,-1,,,7.5,,,64.0,9.0,0.0,1,yes,0,0,0,0,0,0,1,1,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,5
257,0,1,37.5,52.0,12.0,2.0,2.0,0.0,2,1.0,1.0,0.0,2.0,4.0,36.0,61.0,1.0,0,no,0,0,0,1,0,0,0,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,0,0,0,0
258,1,1,40.8,72.0,42.0,1.0,1.0,0.0,2,0.0,1.0,0.0,,,54.0,7.4,0.0,1,yes,0,0,0,1,0,0,1,0,0,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,11,4,0,0
259,0,1,38.0,40.0,25.0,,2.0,0.0,3,1.0,0.0,0.0,0.0,,37.0,69.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
260,0,1,38.4,48.0,16.0,3.0,2.0,0.0,0,1.0,1.0,0.0,,2.0,39.0,6.5,0.0,0,yes,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
261,0,0,38.6,88.0,28.0,,,,-1,,,0.0,,,35.0,5.9,0.0,0,no,0,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
262,1,1,37.1,75.0,36.0,,,1.0,3,1.0,1.0,5.0,0.0,1.0,48.0,7.4,3.2,1,yes,0,0,0,0,0,0,0,0,0,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,12,2,0,8
263,1,1,38.3,44.0,21.0,1.0,2.0,0.0,1,2.0,1.0,0.0,1.0,4.0,44.0,6.5,4.4,1,yes,0,0,0,1,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,2,2,0,9
264,0,1,0.0,56.0,68.0,1.0,2.0,0.0,1,0.0,1.0,0.0,1.0,,40.0,6.0,0.0,1,no,1,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,5,2,0,6
265,0,1,38.6,68.0,20.0,3.0,2.0,0.0,1,1.0,0.0,0.0,1.0,4.0,38.0,6.5,0.0,0,yes,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,5,1,2,4
266,0,1,38.3,54.0,18.0,1.0,2.0,0.0,2,1.0,,5.4,,1.0,44.0,7.2,0.0,0,yes,0,0,0,0,0,0,1,0,0,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,2,1,2,4
267,1,1,38.2,42.0,20.0,,,0.0,-1,,,0.0,2.0,,47.0,60.0,0.0,0,no,0,0,0,1,0,0,1,1,1,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
268,1,1,39.3,64.0,90.0,3.0,1.0,0.0,-1,0.0,0.0,6.5,1.0,4.0,39.0,6.7,0.0,1,no,0,0,0,0,0,0,1,1,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,31,1,1,0
269,1,1,37.5,60.0,50.0,1.0,1.0,0.0,1,1.0,1.0,3.5,2.0,1.0,35.0,6.5,0.0,1,no,0,0,0,0,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,2,2,0,9
270,1,1,37.7,80.0,0.0,1.0,1.0,0.0,4,0.0,1.0,0.0,2.0,0.0,50.0,55.0,2.0,1,no,0,0,1,1,0,0,0,0,0,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,False,4,2,0,6
271,1,1,0.0,100.0,30.0,1.0,1.0,1.0,4,3.0,2.0,0.0,0.0,1.0,52.0,6.6,0.0,1,no,1,0,0,1,0,0,1,0,1,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,True,False,2,1,2,4
272,1,1,37.7,120.0,28.0,1.0,1.0,0.0,4,2.0,0.0,0.0,,,65.0,7.0,0.0,1,yes,0,0,0,1,0,0,1,0,0,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,4,2,0,5
273,1,1,0.0,76.0,0.0,,1.0,,-1,3.0,,0.0,,4.0,0.0,0.0,0.0,1,no,1,0,1,1,1,1,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,11,1,2,4
274,1,0,38.8,150.0,50.0,2.0,1.0,1.0,4,1.0,0.0,0.0,,,50.0,6.2,0.0,1,no,0,0,0,1,0,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,4,2,0,7
275,1,1,38.0,36.0,16.0,1.0,2.0,0.0,3,1.0,2.0,2.0,2.0,,37.0,75.0,1.0,0,no,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,3,1,1,1
276,0,1,36.9,50.0,40.0,3.0,1.0,0.0,0,1.0,2.0,7.0,,,37.5,6.5,0.0,0,no,0,0,0,0,0,0,1,0,1,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,3,1,1,1
277,0,1,37.8,40.0,16.0,2.0,2.0,0.0,0,0.0,,0.0,1.0,0.0,37.0,6.8,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
278,0,1,38.2,56.0,40.0,0.0,1.0,0.0,2,2.0,1.0,7.5,,,47.0,7.2,2.5,0,yes,0,0,0,0,0,0,0,0,0,False,False,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,8,3,0,0
279,1,1,38.6,48.0,12.0,,,,0,,,0.0,,,36.0,67.0,0.0,0,no,0,0,0,1,0,0,1,0,1,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,0,0,0,0
280,0,1,40.0,78.0,0.0,1.0,1.0,0.0,2,0.0,0.0,0.0,0.0,0.0,66.0,6.5,0.0,1,yes,0,0,1,1,0,0,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,8,4,0,0
281,1,1,0.0,70.0,16.0,1.0,0.0,1.0,2,1.0,1.0,0.0,0.0,4.0,60.0,7.5,0.0,1,no,1,0,0,1,0,0,1,0,1,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,1,4,0,0
282,1,1,38.2,72.0,18.0,,,,-1,,,0.0,,,35.0,6.4,0.0,1,no,0,0,0,1,0,0,1,1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,3,1,2,4
283,0,1,38.5,54.0,0.0,2.0,2.0,0.0,1,0.0,1.0,0.0,1.0,,40.0,6.8,7.0,0,yes,0,0,1,1,0,0,0,0,0,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,0,0,0,0
